"","Gene","test.type","p_value","log2.mean.Cluster_Other","log2.mean.delta","log2fold_change","Auc"
"2095","TMEFF2","hurdle",0.249478790786501,0.01683828,0.70818803,0.69134975,0.504
"2083","TIGD3","hurdle",0.15130388629354,0.4298411,2.4299715,2.0001304,0.504
"2070","TFR2","hurdle",0.378149388117015,0.1864821,1.8464563,1.6599742,0.504
"2034","TAT","hurdle",0.810808597167613,-0.7423244,0.8155711,1.5578955,0.504
"1992","STX1B","hurdle",0.249478790786507,-2.947924,-2.271596,0.676328,0.504
"1978","STAC3","hurdle",0.595195244248814,0.5304277,1.6739753,1.1435476,0.504
"1899","SLC5A11","hurdle",0.2494787907865,-3.2028254,-0.3588815,2.8439439,0.504
"1898","SLC52A1","hurdle",0.249478790786501,-3.044283,-2.337387,0.706896,0.504
"1884","SLC26A7","hurdle",0.249478790786502,-2.5118509,-0.4229353,2.0889156,0.504
"1862","SLAMF8","hurdle",0.2494787907865,-1.969645,1.021455,2.9911,0.504
"1805","SDC3","hurdle",0.253615698142124,2.661676,3.368713,0.707037,0.504
"1792","SCARF1","hurdle",0.337098419948577,-0.7586625,1.2208548,1.9795173,0.504
"1700","RBP7","hurdle",0.857782644584719,1.667874,2.31532,0.647446,0.504
"1643","PTPRO","hurdle",0.249478790786501,-0.921463,0.4079057,1.3293687,0.504
"1611","PROCA1","hurdle",0.600635037275467,0.3176445,1.3116527,0.9940082,0.504
"1591","PPP1R32","hurdle",0.205958090079915,0.878627,2.359742,1.481115,0.504
"1472","PCDHGB4","hurdle",0.697139376005385,-0.6103607,0.3978047,1.0081654,0.504
"1444","PAQR6","hurdle",0.699717894348743,0.9645681,1.7290397,0.7644716,0.504
"1311","MYOZ2","hurdle",0.2494787907865,-2.1741335,0.4269084,2.6010419,0.504
"1292","MTM1","hurdle",0.111519426312417,3.398686,4.324944,0.926258,0.504
"1264","MKX","hurdle",0.2494787907865,-2.805166,0.5622227,3.3673887,0.504
"1256","MGC16275","hurdle",0.0604451909409576,1.783375,3.02543,1.242055,0.504
"1208","MARCH10","hurdle",0.772293096192593,0.4317695,1.2467176,0.8149481,0.504
"1129","LINGO1","hurdle",0.439091594390293,-0.06319781,0.54863719,0.611835,0.504
"1084","KIF14","hurdle",0.736260343989461,-0.3440233,0.3809159,0.7249392,0.504
"1041","KCND2","hurdle",0.146294203962016,1.245835,2.446424,1.200589,0.504
"1011","IQCC","hurdle",0.875654153325981,2.076293,2.587988,0.511695,0.504
"937","HIF3A","hurdle",0.2494787907865,-2.846822,-0.580272,2.26655,0.504
"914","HAR1B","hurdle",0.249478790786501,-2.6348857,0.8230644,3.4579501,0.504
"852","GLIS1","hurdle",0.2494787907865,-2.634606,-0.530907,2.103699,0.504
"848","GINS3","hurdle",0.361514721802723,1.451224,2.263605,0.812381,0.504
"723","FAM227B","hurdle",0.485908440192928,2.212494,2.97422,0.761726,0.504
"714","FAM198A","hurdle",0.514663446124098,-0.2620109,0.6218664,0.8838773,0.504
"665","EPHX3","hurdle",0.695379035116707,0.2291833,1.2155612,0.9863779,0.504
"621","EFCAB12","hurdle",0.344371780257228,0.9946575,2.2634635,1.268806,0.504
"603","DSC3","hurdle",0.249478790786501,-2.396302,-0.4229353,1.9733667,0.504
"589","DOC2B","hurdle",0.249478790786501,-1.611366,1.029721,2.641087,0.504
"558","DLEC1","hurdle",0.249478790786502,-3.2650639,-0.8102735,2.4547904,0.504
"557","DIXDC1","hurdle",0.143726953649539,3.918381,4.662671,0.744289999999999,0.504
"485","CSPG5","hurdle",0.249478790786507,-2.17904724,0.01999811,2.19904535,0.504
"389","CECR2","hurdle",0.713842845511307,0.6688369,1.3242317,0.6553948,0.504
"359","CD8B","hurdle",0.249478790786501,-1.1606571,-0.4940098,0.6666473,0.504
"352","CD163","hurdle",0.249478790786502,-1.5747577,0.6435754,2.2183331,0.504
"345","CCM2L","hurdle",0.249478790786502,-2.3874661,0.6402987,3.0277648,0.504
"276","CACNA1I","hurdle",0.249478790786499,-2.2207905,0.2261375,2.446928,0.504
"257","C7orf25","hurdle",0.179624928043407,4.109897,4.99479,0.884893,0.504
"244","C2orf40","hurdle",0.637149741752554,0.3907535,1.6156553,1.2249018,0.504
"227","C1orf220","hurdle",0.719260885452678,0.1710687,1.0727544,0.9016857,0.504
"225","C1orf162","hurdle",0.299111614779227,-0.4795565,1.5494274,2.0289839,0.504
"209","C14orf28","hurdle",0.743719188858725,3.205491,3.715941,0.51045,0.504
"169","BBS12","hurdle",0.279848746856573,3.258765,4.064964,0.806199,0.504
"111","ARHGEF15","hurdle",0.249478790786507,-1.7233128,0.2117796,1.9350924,0.504
"32","ADAMTS18","hurdle",0.454272656766589,0.5532884,1.6850933,1.1318049,0.504
"30","ADAM20P1","hurdle",0.249478790786508,-3.2285127,-0.5004142,2.7280985,0.504
"2457","ZRANB3","hurdle",0.671285330593892,1.717888,2.598758,0.88087,0.503
"2390","ZNF474","hurdle",0.417120353804405,-3.0503158,-0.2191091,2.8312067,0.503
"2301","ZBBX","hurdle",0.417120353804405,-1.4748389,-0.3122036,1.1626353,0.503
"2286","WNT10A","hurdle",0.776310514958739,-1.1941614,-0.4940098,0.7001516,0.503
"2267","WAS","hurdle",0.41712035380441,-2.833694,-0.530907,2.302787,0.503
"2253","VPS11","hurdle",0.0233817920996361,5.055654,5.790516,0.734862000000001,0.503
"2245","UTS2","hurdle",0.783403533318111,-1.7778688,-0.7217061,1.0561627,0.503
"2241","USP6","hurdle",0.57181951249857,-0.3172747,0.5281633,0.845438,0.503
"2224","UNC5A","hurdle",0.417120353804413,-1.527585,0.1438689,1.6714539,0.503
"2154","TRIM67","hurdle",0.417120353804413,-0.999093,0.4079057,1.4069987,0.503
"2133","TNFRSF10C","hurdle",0.506138422017247,0.5716935,1.7593325,1.187639,0.503
"2113","TMEM233","hurdle",0.229577616138311,-0.9743864,2.2010586,3.175445,0.503
"2056","TCP10L","hurdle",0.736989692857501,-0.7219986,-0.1629785,0.5590201,0.503
"2001","SV2C","hurdle",0.499685572775065,-1.2753026,0.9892562,2.2645588,0.503
"1941","SOX8","hurdle",0.85589730249165,-0.6686281,-0.09282683,0.57580127,0.503
"1919","SMG7","hurdle",0.396469378346864,5.383792,5.890016,0.506224,0.503
"1887","SLC30A3","hurdle",0.417120353804413,-1.069324,-0.168875,0.900449,0.503
"1863","SLC10A5","hurdle",0.450672420600893,-1.8198749,0.4269084,2.2467833,0.503
"1841","SH2B2","hurdle",0.532396217427734,0.701417,1.600711,0.899294,0.503
"1809","SEC14L5","hurdle",0.791416435105661,-0.1012047,1.0398422,1.1410469,0.503
"1768","RRH","hurdle",0.417120353804413,-2.7415657,-0.4940098,2.2475559,0.503
"1754","RNFT2","hurdle",0.141829114378622,2.240662,3.067156,0.826494,0.503
"1735","RIMS1","hurdle",0.36483974608594,-1.363433,1.00168,2.365113,0.503
"1711","RFESD","hurdle",0.322965574014266,1.772671,2.459612,0.686941,0.503
"1676","RAD54L","hurdle",0.417120353804428,-2.87053173,-0.06370265,2.80682908,0.503
"1561","PMFBP1","hurdle",0.417120353804426,-2.32600715,-0.09282683,2.23318032,0.503
"1549","PLCL1","hurdle",0.820307495315205,-1.3162843,-0.5729352,0.7433491,0.503
"1544","PLA2G4F","hurdle",0.417120353804405,-1.3657106,0.5990401,1.9647507,0.503
"1532","PIRT","hurdle",0.417120353804418,-1.2060843,0.5304143,1.7364986,0.503
"1486","PDE1C","hurdle",0.813882529051933,0.2544477,0.7659819,0.5115342,0.503
"1469","PCDHGA11","hurdle",0.556112560695154,-1.1731247,0.4316776,1.6048023,0.503
"1370","NOS3","hurdle",0.0823429146656779,-1.251576,2.320822,3.572398,0.503
"1350","NELL2","hurdle",0.59725502894334,1.099176,2.376588,1.277412,0.503
"1309","MYOM2","hurdle",0.510404441029898,2.382725,3.063492,0.680767,0.503
"1298","MURC","hurdle",0.513980856775001,-1.226925,0.6025718,1.8294968,0.503
"1253","MGAT4C","hurdle",0.184557180887017,1.344283,3.499426,2.155143,0.503
"1182","MAGEE2","hurdle",0.417120353804413,-2.73961927,-0.02858549,2.71103378,0.503
"1169","LTK","hurdle",0.41712035380441,-1.6708849,-0.6790669,0.991818,0.503
"1141","LPXN","hurdle",0.347776265821432,2.961337,3.606772,0.645435,0.503
"1060","KCNRG","hurdle",0.743389986706084,0.2735695,1.087298,0.8137285,0.503
"1059","KCNQ4","hurdle",0.477001719231092,-0.9792644,0.9859962,1.9652606,0.503
"1055","KCNN2","hurdle",0.141719218440646,-0.5946769,2.1918703,2.7865472,0.503
"1054","KCNMB3","hurdle",0.11869467584996,1.218258,2.492589,1.274331,0.503
"1044","KCNH4","hurdle",0.417120353804416,-1.0376857,-0.2191091,0.8185766,0.503
"1042","KCND3","hurdle",0.497910551128425,1.908913,2.520889,0.611976,0.503
"1035","KBTBD8","hurdle",0.422936506805486,0.9646881,2.1982809,1.2335928,0.503
"1031","KBTBD12","hurdle",0.852572887725542,0.1677731,0.704154,0.5363809,0.503
"1029","KAZALD1","hurdle",0.41712035380441,-0.4016036,0.8666344,1.268238,0.503
"982","IFT140","hurdle",0.454640565861017,3.104582,3.866789,0.762207,0.503
"922","HCST","hurdle",0.54765063409752,0.8618838,1.746258,0.8843742,0.503
"919","HCK","hurdle",0.417120353804423,-0.6754978,0.5394666,1.2149644,0.503
"857","GMEB2","hurdle",0.359003924122917,3.521333,4.298145,0.776812,0.503
"750","FBXL18","hurdle",0.132467341549869,3.551229,4.137593,0.586364,0.503
"745","FAXC","hurdle",0.335990751443292,3.10153,3.716181,0.614651,0.503
"734","FAM78A","hurdle",0.442422946608387,-1.8302091,0.3340584,2.1642675,0.503
"595","DPF1","hurdle",0.694342445213244,0.6409071,1.482621,0.8417139,0.503
"569","DNAH1","hurdle",0.293230726292254,1.723084,2.231994,0.50891,0.503
"525","DCT","hurdle",0.417120353804421,-1.7371836,-0.3122036,1.42498,0.503
"499","CXCR4","hurdle",0.720702996521496,0.9539742,1.6662048,0.7122306,0.503
"497","CX3CR1","hurdle",0.813861841593729,0.5134597,1.2036874,0.6902277,0.503
"483","CRYGS","hurdle",0.46271330419215,-0.1380464,1.1387391,1.2767855,0.503
"457","COL9A1","hurdle",0.417120353804408,-2.7992308,0.5622227,3.3614535,0.503
"421","CHRNA10","hurdle",0.690399650083794,-1.43204652,-0.09282683,1.33921969,0.503
"354","CD226","hurdle",0.417120353804426,-0.9167229,0.250764,1.1674869,0.503
"288","CAGE1","hurdle",0.417120353804413,-2.7226985,0.8332086,3.5559071,0.503
"275","CACNA1F","hurdle",0.805190971365839,-0.78439104,0.02938857,0.81377961,0.503
"234","C20orf195","hurdle",0.417120353804408,-2.3913899,0.6402987,3.0316886,0.503
"224","C1orf158","hurdle",0.757175597202659,-1.00421646,0.01180898,1.01602544,0.503
"223","C1orf112","hurdle",0.856589439827088,1.678361,2.367208,0.688847,0.503
"203","C11orf63","hurdle",0.292469542066375,2.514966,3.182951,0.667985,0.503
"125","ARL9","hurdle",0.772654388882834,0.7086348,1.5277458,0.819111,0.503
"100","AQP10","hurdle",0.417120353804418,-0.5963018,0.9773059,1.5736077,0.503
"46","AGMO","hurdle",0.83364834088429,-0.6181848,0.4049492,1.023134,0.503
"6","ABCA13","hurdle",0.417120353804423,-1.666065,-1.097849,0.568216,0.503
"2431","ZNF711","hurdle",0.112566877051618,3.114279,3.700258,0.585979,0.502
"2423","ZNF668","hurdle",0.149371300230141,3.258174,3.894663,0.636489,0.502
"2394","ZNF497","hurdle",0.563231837051586,1.101963,1.79809,0.696127,0.502
"2384","ZNF442","hurdle",0.321290009831293,0.5341162,1.7664529,1.2323367,0.502
"2363","ZNF273","hurdle",0.414056133959909,1.683448,2.503657,0.820209,0.502
"2307","ZBTB3","hurdle",0.983707056377222,2.321428,2.878232,0.556804,0.502
"2264","VWCE","hurdle",0.508062211249368,-0.7496484,0.8458008,1.5954492,0.502
"2258","VSNL1","hurdle",0.966088016174819,2.664613,3.400053,0.73544,0.502
"2054","TCHH","hurdle",0.683894677478335,-0.6745789,0.708188,1.3827669,0.502
"1873","SLC23A1","hurdle",0.630368066308424,-0.6594288,-0.1472684,0.5121604,0.502
"1758","RPA4","hurdle",0.399074400468739,-0.9894949,0.9742479,1.9637428,0.502
"1522","PI15","hurdle",0.740156799098715,0.5669845,1.0803082,0.5133237,0.502
"1432","P2RY6","hurdle",0.740731281600351,0.05583588,1.15626427,1.10042839,0.502
"1430","P2RX6","hurdle",0.745799314260909,1.092827,1.731769,0.638942,0.502
"1364","NLRP11","hurdle",0.385286742835127,-1.067449,1.039842,2.107291,0.502
"1299","MYBL2","hurdle",0.714273881274346,-0.4526858,0.7601262,1.212812,0.502
"1260","MIER3","hurdle",0.105193129320866,4.098461,4.757481,0.65902,0.502
"1161","LRRC66","hurdle",0.857340698579645,-0.3137545,0.2005523,0.5143068,0.502
"1108","KLRF1","hurdle",0.509630982600118,-0.9582143,0.7919315,1.7501458,0.502
"1105","KLHL34","hurdle",0.838476211453291,-0.4467857,0.4549193,0.901705,0.502
"1096","KLF14","hurdle",0.82641952845813,-0.3313489,0.403262,0.7346109,0.502
"1017","ITM2A","hurdle",0.348194983648725,0.3404484,2.4569021,2.1164537,0.502
"1002","IMPG2","hurdle",0.554864577676303,-0.9848012,0.7488434,1.7336446,0.502
"975","ICAM4","hurdle",0.767067821111179,-0.2049675,0.8394915,1.044459,0.502
"959","HS3ST2","hurdle",0.545700389777665,0.03664189,1.7188767,1.68223481,0.502
"865","GNG3","hurdle",0.761447823310767,-0.6504829,0.6688727,1.3193556,0.502
"814","GAB1","hurdle",0.201545147240125,3.537885,4.093217,0.555332,0.502
"809","FUT9","hurdle",0.70689944139239,-0.5848523,0.5956217,1.180474,0.502
"804","FRMPD4","hurdle",0.325689885657503,-0.08746195,1.30123432,1.38869627,0.502
"583","DNAJC28","hurdle",0.237633672483731,2.672599,3.520629,0.84803,0.502
"434","CLDN6","hurdle",0.71231027367637,-0.2529956,0.6775205,0.9305161,0.502
"373","CDH26","hurdle",0.639805024992358,-1.860149,-0.8102735,1.0498755,0.502
"367","CDCA2","hurdle",0.477965288398379,-0.6355827,0.9650664,1.6006491,0.502
"261","C8orf46","hurdle",0.688310666491825,-1.1986271,-0.1797922,1.0188349,0.502
"41","AGAP2","hurdle",0.107051169170428,-1.3001167,0.6727855,1.9729022,0.502
"2443","ZNF789","hurdle",0.416578654173043,2.783698,3.384655,0.600957,0.501
"2419","ZNF658","hurdle",0.308403319412247,0.9598712,2.2011519,1.2412807,0.501
"2416","ZNF630","hurdle",0.664025928901598,2.133656,2.92991,0.796254,0.501
"2134","TNFSF4","hurdle",0.630854674408931,0.8027107,1.5591767,0.756466,0.501
"1861","SKA3","hurdle",0.372880864114372,-0.5324564,0.9782164,1.5106728,0.501
"1749","RNF165","hurdle",0.802199162041868,-0.3237448,0.2699353,0.5936801,0.501
"1746","RNASEK-C17orf49","hurdle",0.57497503613026,-0.5298919,0.9339622,1.4638541,0.501
"1631","PSRC1","hurdle",0.343396200297469,1.725398,2.543899,0.818501,0.501
"1569","POLA2","hurdle",0.0440633732287091,2.410296,3.53797,1.127674,0.501
"1558","PLVAP","hurdle",0.904364110574453,0.6090553,1.352224,0.7431687,0.501
"1524","PIGA","hurdle",0.181623067257325,3.14945,3.705109,0.555659,0.501
"1471","PCDHGA5","hurdle",0.121855736876228,0.2633875,1.9164987,1.6531112,0.501
"1467","PCDHB8","hurdle",0.180226880183878,-2.5349576,-0.3940642,2.1408934,0.501
"1463","PCDHB15","hurdle",0.0877121889194604,1.505199,3.099361,1.594162,0.501
"1461","PCDHB12","hurdle",0.435117933232,1.898113,2.869507,0.971394,0.501
"1352","NEU3","hurdle",0.754628796989174,1.698259,2.963855,1.265596,0.501
"1348","NEK11","hurdle",0.768438347656121,2.448064,3.394337,0.946273,0.501
"1140","LPO","hurdle",0.449197007009423,-0.4020082,1.174087,1.5760952,0.501
"766","FCHO1","hurdle",0.410914738274747,-1.3437913,0.6835235,2.0273148,0.501
"765","FCGR2A","hurdle",0.47266399556328,1.496326,2.045409,0.549083,0.501
"715","FAM19A2","hurdle",0.845145314111702,0.1242108,0.7618694,0.6376586,0.501
"642","ELL3","hurdle",0.0619090956578715,1.690754,2.980387,1.289633,0.501
"562","DLGAP3","hurdle",0.785787576201791,2.011332,2.553809,0.542477,0.501
"561","DLG4","hurdle",0.992509530211056,2.128167,2.768799,0.640632,0.501
"463","COX6A2","hurdle",0.867934166618702,1.672842,2.278123,0.605281,0.501
"399","CEP135","hurdle",0.171224342346961,2.693855,3.429434,0.735579,0.501
"369","CDCA8","hurdle",0.709125070747812,0.194769,1.128121,0.933352,0.501
"347","CCNI2","hurdle",0.240175723113494,-0.003881694,0.832741566,0.83662326,0.501
"326","CCDC15","hurdle",0.52253895368908,0.01088901,0.85071684,0.83982783,0.501
"317","CBX8","hurdle",0.373488113225885,1.260461,1.983068,0.722607,0.501
"233","C1QB","hurdle",0.711126002786627,-0.025812,0.9430373,0.9688493,0.501
"214","C16orf95","hurdle",0.360685917156649,1.697458,2.399449,0.701991,0.501
"212","C16orf74","hurdle",0.792235120481567,-0.2090864,0.5817584,0.7908448,0.501
"159","AURKC","hurdle",0.526402051520564,0.6415829,1.6535329,1.01195,0.501
"64","ALK","hurdle",0.330629041403804,-1.0553447,0.5481493,1.603494,0.501
"2406","ZNF572","hurdle",0.371065268115587,0.6265717,1.8030879,1.1765162,0.5
"2169","TSC1","hurdle",0.180872006395274,5.200717,5.864176,0.663459,0.5
"2147","TRAPPC11","hurdle",0.25443242088573,4.246717,4.934964,0.688247,0.5
"2086","TIRAP","hurdle",0.55695377401054,2.5865,3.246669,0.660169,0.5
"2069","TEX22","hurdle",0.693668426347095,-0.4390828,0.1654073,0.6044901,0.5
"2044","TBKBP1","hurdle",0.607338572047536,2.116257,2.618756,0.502499,0.5
"1929","SNX13","hurdle",0.157407297896597,5.210151,5.7144,0.504249000000001,0.5
"1848","SHE","hurdle",0.701552469733376,0.05677673,0.81192036,0.75514363,0.5
"1750","RNF182","hurdle",0.195070750511858,1.282373,2.577534,1.295161,0.5
"1728","RHCE","hurdle",0.964348408784707,0.2410049,0.8290296,0.5880247,0.5
"1241","MEG9","hurdle",0.713321037650051,0.173795,0.8458008,0.6720058,0.5
"997","IL1A","hurdle",0.722339093652833,-0.1798489,0.5895085,0.7693574,0.5
"870","GOLGA6L4","hurdle",0.464271345938995,-0.2119271,1.7052659,1.917193,0.5
"606","DSCR9","hurdle",0.60013473733666,-1.232762,-0.168875,1.063887,0.5
"591","DOCK11","hurdle",0.39110243818758,1.85092,2.565619,0.714699,0.5
"568","DNA2","hurdle",0.518507986269994,1.374485,1.949635,0.57515,0.5
"489","CSTF2T","hurdle",0.122250128854983,4.567659,5.095824,0.528165,0.5
"476","CREG2","hurdle",0.391894855612676,0.2481354,1.9993768,1.7512414,0.5
"228","C1orf226","hurdle",0.514731910042732,-1.0939367,0.4079057,1.5018424,0.5
"220","C19orf57","hurdle",0.22485085055952,-0.5689214,1.8683104,2.4372318,0.5
"157","ATP8B3","hurdle",0.356614506684296,-0.692011,0.7919315,1.4839425,0.5
"109","ARHGAP30","hurdle",0.68312709121167,-0.2161055,0.5801129,0.7962184,0.5
"2428","ZNF707","hurdle",0.83582857832021,1.279862,2.002143,0.722281,0.499
"1947","SPATA6","hurdle",0.215457880109293,3.293948,3.991899,0.697951,0.499
"1801","SCN7A","hurdle",0.53368869620058,-0.2712712,0.7622228,1.033494,0.499
"1638","PTGES3L","hurdle",0.426943120663858,-0.8997291,0.3301738,1.2299029,0.499
"1164","LRRIQ1","hurdle",0.958214292060578,1.718832,2.260219,0.541387,0.499
"806","FSIP1","hurdle",0.408186395411194,0.794183,1.700724,0.906541,0.499
"657","ENTPD1","hurdle",0.262340712961801,2.798653,3.456567,0.657914,0.499
"130","ARNTL","hurdle",0.149460039212702,4.038932,4.562923,0.523991,0.499
"2435","ZNF726","hurdle",0.4920239032562,0.007379732,0.704138279,0.696758547,0.498
"2357","ZNF227","hurdle",0.447796680075622,2.879436,3.683772,0.804336,0.498
"2332","ZFP82","hurdle",0.780345838332183,3.313321,3.875225,0.561904,0.498
"2321","ZDHHC11","hurdle",0.68900801058307,-0.4193366,0.8100398,1.2293764,0.498
"2277","WDR63","hurdle",0.361039368622792,0.1653967,1.5078356,1.3424389,0.498
"2193","TTLL5","hurdle",0.161127145751852,3.537138,4.037572,0.500434,0.498
"2150","TRIL","hurdle",0.438813373609352,1.271942,1.917498,0.645556,0.498
"1802","SCNN1D","hurdle",0.260512405228134,0.5386228,1.7147994,1.1761766,0.498
"1742","RLN1","hurdle",0.591397999603803,0.06952283,0.81213351,0.74261068,0.498
"1623","PRSS35","hurdle",0.208039971723579,0.8481689,1.6241487,0.7759798,0.498
"1618","PRR19","hurdle",0.553896702610405,0.1660871,0.9892562,0.8231691,0.498
"1369","NOMO3","hurdle",0.805571677651109,0.8637865,1.7170534,0.8532669,0.498
"1305","MYLK4","hurdle",0.378879518629718,-1.5904388,-0.7217061,0.8687327,0.498
"1287","MST1","hurdle",0.706367533419986,2.312825,2.878998,0.566173,0.498
"1282","MROH7","hurdle",0.120563897665567,-0.9068923,0.5895085,1.4964008,0.498
"893","GREB1L","hurdle",0.335419204151359,-0.5436629,0.4079057,0.9515686,0.498
"775","FGL2","hurdle",0.607580876007403,-0.1097056,0.4795916,0.5892972,0.498
"624","EFCAB5","hurdle",0.292712024637461,0.2411191,1.2277456,0.9866265,0.498
"590","DOCK10","hurdle",0.866949575267032,2.307821,3.02805,0.720229,0.498
"539","DENND3","hurdle",0.238062986350067,1.968362,2.745119,0.776757,0.498
"406","CEP72","hurdle",0.917159449082864,0.2972295,1.8635981,1.5663686,0.498
"211","C16orf71","hurdle",0.504818035681724,0.2359291,0.7622228,0.5262937,0.498
"24","ACTA1","hurdle",0.796826145219819,-1.2755688,-0.2521421,1.0234267,0.498
"2131","TMTC1","hurdle",0.347144740854197,0.9810533,1.674549,0.6934957,0.497
"1527","PIGW","hurdle",0.0322093180566892,3.082528,4.215626,1.133098,0.497
"1339","NDE1","hurdle",0.182807562060932,2.042188,2.732797,0.690609,0.497
"1202","MAPK8","hurdle",0.419145682622679,4.5271,5.046945,0.519845,0.497
"593","DOK7","hurdle",0.355690196653907,0.5452452,1.174087,0.6288418,0.497
"976","IDI2","hurdle",0.334535718143606,0.4545483,1.2664989,0.8119506,0.496
"1980","STAT5A","hurdle",0.779311434123988,2.986822,3.666824,0.680002,0.495
"1095","KL","hurdle",0.54832599086879,3.726398,4.287129,0.560731,0.495
"895","GRIN3A","hurdle",0.329944774956421,0.8680852,1.455132,0.5870468,0.495
"767","FDXACB1","hurdle",0.0361722417946352,2.279624,3.132676,0.853052,0.495
"678","EXOC6B","hurdle",0.0291338375987245,2.687454,3.456764,0.76931,0.495
"654","ENO4","hurdle",0.430126914709486,-0.1152224,1.0525038,1.1677262,0.495
"496","CWC22","hurdle",0.0691269435338511,4.843193,5.351319,0.508126,0.495
